325.942	0.000
326.280	0.000
326.618	-0.000
326.956	0.000
327.294	0.000
327.632	0.000
327.970	-0.000
328.309	0.000
328.647	-0.000
328.985	0.000
329.324	-0.000
329.662	-0.000
330.000	0.000
330.339	0.000
330.677	-0.000
331.015	-0.000
331.354	0.000
331.692	0.000
332.031	0.000
332.369	0.000
332.708	0.000
333.047	0.000
333.385	-0.000
333.724	0.000
334.062	0.000
334.401	0.000
334.740	0.000
335.079	0.000
335.417	-0.000
335.756	-0.000
336.095	0.000
336.434	-0.000
336.773	-0.000
337.112	-0.000
337.451	0.000
337.790	-0.000
338.129	0.000
338.468	0.000
338.807	0.000
339.146	0.000
339.485	-0.000
339.824	0.000
340.163	0.000
340.502	0.000
340.841	-0.000
341.180	0.000
341.520	0.000
341.859	0.000
342.198	0.000
342.538	0.000
342.877	-0.000
343.216	0.000
343.556	0.000
343.895	0.000
344.235	-0.000
344.574	-0.000
344.914	-0.000
345.253	-0.000
345.593	0.000
345.932	0.000
346.272	0.000
346.611	-0.000
346.951	0.000
347.291	0.000
347.631	-0.000
347.970	-0.000
348.310	-0.000
348.650	-0.000
348.990	0.000
349.329	0.000
349.669	-0.000
350.009	0.000
350.349	-0.000
350.689	0.000
351.029	0.001
351.369	0.000
351.709	0.005
352.049	0.000
352.389	0.000
352.729	0.000
353.069	0.000
353.410	0.000
353.750	1.243
354.090	0.410
354.430	0.000
354.770	0.000
355.111	0.000
355.451	0.000
355.791	0.000
356.132	0.000
356.472	0.541
356.812	0.000
357.153	1.178
357.493	0.000
357.834	0.000
358.174	0.000
358.515	0.000
358.855	0.000
359.196	0.000
359.537	0.000
359.877	1.248
360.218	0.000
360.559	0.000
360.899	0.000
361.240	0.000
361.581	0.000
361.922	0.000
362.262	0.000
362.603	0.000
362.944	0.000
363.285	0.000
363.626	0.000
363.967	0.757
364.308	0.000
364.649	0.000
364.990	0.000
365.331	0.000
365.672	0.392
366.013	0.000
366.354	0.000
366.695	1.089
367.036	0.000
367.378	0.343
367.719	0.000
368.060	0.000
368.401	0.416
368.743	1.341
369.084	0.000
369.425	0.000
369.767	0.000
370.108	0.456
370.450	0.000
370.791	0.840
371.133	0.000
371.474	0.000
371.816	0.000
372.157	1.364
372.499	0.000
372.840	2.370
373.182	0.000
373.524	0.495
373.865	0.511
374.207	0.516
374.549	1.068
374.891	0.000
375.232	0.000
375.574	0.000
375.916	1.032
376.258	0.000
376.600	0.000
376.942	1.042
377.284	0.498
377.626	3.139
377.967	0.000
378.310	0.955
378.652	0.492
378.994	0.000
379.336	0.000
379.678	1.657
380.020	0.000
380.362	2.207
380.704	0.000
381.047	0.000
381.389	0.000
381.731	0.000
382.073	0.000
382.416	0.000
382.758	0.000
383.100	1.145
383.443	3.341
383.785	2.272
384.128	0.000
384.470	2.287
384.813	0.000
385.155	0.000
385.498	0.000
385.840	0.000
386.183	1.061
386.525	0.000
386.868	3.338
387.211	2.775
387.553	0.000
387.896	0.000
388.239	0.000
388.582	0.000
388.924	1.733
389.267	1.157
389.610	0.000
389.953	0.000
390.296	0.000
390.639	0.000
390.982	0.000
391.325	2.226
391.668	0.000
392.011	0.000
392.354	0.000
392.697	0.000
393.040	2.917
393.383	0.575
393.726	0.000
394.069	0.000
394.413	0.000
394.756	2.196
395.099	0.000
395.442	1.607
395.786	0.000
396.129	0.000
396.472	0.000
396.816	0.000
397.159	3.899
397.502	0.000
397.846	0.000
398.189	0.000
398.533	1.561
398.876	0.000
399.220	0.000
399.563	1.543
399.907	0.000
400.251	0.000
400.594	0.509
400.938	1.029
401.282	0.000
401.625	1.982
401.969	0.985
402.313	1.486
402.657	0.000
403.001	0.000
403.344	0.000
403.688	0.000
404.032	1.026
404.376	1.528
404.720	0.000
405.064	0.000
405.408	0.475
405.752	0.461
406.096	1.380
406.440	0.000
406.784	2.289
407.128	0.454
407.472	1.823
407.817	0.000
408.161	0.000
408.505	1.367
408.849	0.000
409.194	1.384
409.538	0.000
409.882	1.796
410.226	0.000
410.571	0.000
410.915	0.904
411.260	0.000
411.604	0.000
411.949	0.922
412.293	2.296
412.638	0.000
412.982	0.000
413.327	0.888
413.671	0.000
414.016	0.000
414.360	0.000
414.705	0.000
415.050	1.334
415.394	0.877
415.739	0.000
416.084	0.000
416.429	0.871
416.774	0.888
417.118	0.891
417.463	0.000
417.808	0.444
418.153	0.441
418.498	0.000
418.843	0.000
419.188	0.000
419.533	1.289
419.878	0.000
420.223	0.868
420.568	0.000
420.913	0.000
421.258	0.440
421.603	0.000
421.949	1.723
422.294	0.000
422.639	2.124
422.984	1.695
423.330	1.286
423.675	0.434
424.020	0.000
424.366	1.321
424.711	0.000
425.056	0.879
425.402	0.000
425.747	0.000
426.093	1.292
426.438	1.282
426.784	3.472
427.129	0.000
427.475	1.712
427.820	0.000
428.166	0.432
428.512	2.137
428.857	0.869
429.203	0.435
429.549	0.000
429.894	0.428
430.240	0.000
430.586	0.000
430.932	0.000
431.278	0.000
431.623	0.000
431.969	1.310
432.315	0.000
432.661	0.000
433.007	0.000
433.353	0.867
433.699	3.443
434.045	0.431
434.391	2.569
434.737	1.686
435.083	1.259
435.429	3.357
435.776	0.000
436.122	1.241
436.468	4.553
436.814	0.000
437.160	1.646
437.507	1.217
437.853	0.802
438.199	1.204
438.546	0.000
438.892	0.000
439.238	2.407
439.585	0.000
439.931	2.374
440.278	1.597
440.624	4.799
440.971	2.383
441.317	4.344
441.664	3.102
442.010	2.278
442.357	1.506
442.704	2.234
443.050	4.408
443.397	1.475
443.744	2.936
444.090	3.632
444.437	2.521
444.784	2.886
445.131	1.438
445.477	2.865
445.824	3.525
446.171	3.830
446.518	4.807
446.865	3.741
447.212	4.364
447.559	4.053
447.906	3.693
448.253	5.007
448.600	4.928
448.947	5.235
449.294	6.757
449.641	7.025
449.988	5.728
450.336	7.258
450.683	8.991
451.030	7.974
451.377	9.769
